attraction,address,rating,types,place_id,lat,lng,reviews,reviews_count
Huntington Park,"California, USA",0.0,"['locality', 'political']",ChIJhcU5VjDJwoARDNU_kUzPP0w,33.9816812,-118.2250725,,25
Presidio Officers’ Club,"50 Moraga Ave, San Francisco, CA 94129, USA",4.7,"['museum', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH1we8CeHhYARDYzY3dZ-21k,37.7976161,-122.4588356,,19
Bill Graham Civic Auditorium,"99 Grove St, San Francisco, CA 94102, USA",4.3,"['point_of_interest', 'establishment']",ChIJNwYP6ZuAhYAR-d1KDyXvWNU,37.77814499999999,-122.4174373,,28
Macondray Lane,"San Francisco, CA 94133, USA",0.0,['route'],ChIJtxFn_O6AhYARHOmRg0P1zi8,37.799053,-122.4164755,,29
Pier 24 Photography Museum,"24 Pier, San Francisco, CA 94105, USA",4.8,"['museum', 'point_of_interest', 'establishment']",ChIJ2SbOUXCAhYARx2YjxOEpjKQ,37.789222,-122.38777,,16
Stonestown Galleria,"3251 20th Ave, San Francisco, CA 94132, USA",4.1,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJQ87gTrp9j4AR60rA_fO2ef0,37.7280313,-122.477088,,32
Sentinel Building,"900 Kearny St, San Francisco, CA 94133, USA",0.0,['premise'],ChIJbeBpw_SAhYARmR13AHfAV1I,37.79648,-122.4050496,,22
San Francisco Bay Trail,"California, USA",0.0,['route'],ChIJVTOeuLuej4ARLYnHn0zG1UU,37.5723159,-122.2793505,,24
Winery Collective,"485 Jefferson St, San Francisco, CA 94109, USA",4.1,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJk3bPp-GAhYAR1HQuTVHBCjo,37.8074587,-122.4203545,,53
Marshall’s Beach,"San Francisco, CA 94129, USA",4.6,"['natural_feature', 'point_of_interest', 'establishment']",ChIJV4g15e-GhYARjj6jFkR4b7Q,37.8016521,-122.4798778,,16
BATS Improv,"2 Fort Mason, San Francisco, CA 94123, USA",4.6,"['point_of_interest', 'establishment']",ChIJRdUWXd6AhYARt_JK5zJos0g,37.8065586,-122.43178,,27
Embarcadero Center Cinema,"1, Embarcadero Center, San Francisco, CA 94111, USA",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJZ76fAGGAhYARByu2fCHHgno,37.7949973,-122.3994346,,15
Local Brewing Co.,"69 Bluxome St, San Francisco, CA 94107, USA",4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ18pfNdR_j4ARQLskcwCRBt4,37.7764897,-122.39716,,14
Grateful Dead House,"710 Ashbury St, San Francisco, CA 94117, USA",4.3,"['point_of_interest', 'establishment']",ChIJxwJNqqyAhYARVIpfs7Pgcw4,37.7686921,-122.4464105,,30
California Welcome Center,"2786 Seaglass Way, Oxnard, CA 93036, USA",4.4,"['travel_agency', 'point_of_interest', 'establishment']",ChIJj7HhL_xM6IARWmUEDKyUpBI,34.240072,-119.175272,,29
Yerba Buena Center for the Arts,"701 Mission St, San Francisco, CA 94103, USA",4.4,"['art_gallery', 'point_of_interest', 'establishment']",ChIJiZyN7IeAhYARfJshHJaQckc,37.7856437,-122.4021904,,26
Cow Hollow,"San Francisco, CA 94123, USA",0.0,"['neighborhood', 'political']",ChIJGZkXkNCAhYARU9m5FJMzV5Y,37.798033,-122.4396463,,21
American Bookbinders Museum,"355 Clementina St, San Francisco, CA 94107, USA",4.8,"['museum', 'point_of_interest', 'establishment']",ChIJ6yvxeCV-j4AR0CoeO_roGfs,37.7815434,-122.4028638,,14
SF Armory,"1800 Mission St, San Francisco, CA 94103, USA",4.4,"['point_of_interest', 'establishment']",ChIJOQnmcSF-j4ARqbgcqD6DI_k,37.76781700000001,-122.420575,,37
Crocker Galleria,"50 Post St, San Francisco, CA 94104, USA",4.0,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJ9eKeSoiAhYARJ73ezE7zj-g,37.7895344,-122.4030516,,23
Lotta's Fountain,"Kearny St, San Francisco, CA 94105, USA",4.2,"['park', 'point_of_interest', 'establishment']",ChIJ-zVUQoiAhYAREEBQ1oqGsiE,37.7878949,-122.403354,,21
Stockton Street,"San Francisco, CA, USA",0.0,['route'],ChIJf8yhE_OAhYARv6ZWPwA5qvo,37.7967103,-122.4084529,,20
Notre Dame Des Victoires Church,"566 Bush St, San Francisco, CA 94108, USA",4.6,"['place_of_worship', 'church', 'point_of_interest', 'establishment']",ChIJYfrt_IuAhYARRnnLGtSftFU,37.7907347,-122.4065351,,16
California Historical Society,"678 Mission St, San Francisco, CA 94105, USA",3.7,"['library', 'museum', 'point_of_interest', 'establishment']",ChIJx2NZ-IeAhYARwOHJPBZJJBA,37.786873,-122.401544,,19
Pioneer Monument,"147 Fulton St, San Francisco, CA 94102, USA",3.5,"['point_of_interest', 'establishment']",ChIJCRhXr5uAhYARN0C527WdciM,37.779701,-122.4159417,,28
The Flood Building,"870 Market St, San Francisco, CA 94102, USA",4.4,"['point_of_interest', 'establishment']",ChIJA5OA_YWAhYARVtHF4bj9Byc,37.7850231,-122.4070834,,18
Tank Hill,"Twin Peaks Blvd, San Francisco, CA 94114, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJGTDJF_59j4ARUraPc7mH_cI,37.759931,-122.4477144,,14
The Masonic,"1111 California St, San Francisco, CA 94108, USA",5.0,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJgW2ng5KAhYARvkYbpumZda0,37.791198,-122.4129823,,19
Pioneer Park,"526 E Main St, Mesa, AZ 85203, USA",4.3,"['park', 'point_of_interest', 'establishment']",ChIJX_JT3c-nK4cRsiRSRuj80kI,33.416972,-111.819674,,16
San Francisco Flower Mart,"640 Brannan St, San Francisco, CA 94107, USA",4.7,"['florist', 'store', 'point_of_interest', 'establishment']",ChIJc2QKH9V_j4ARl1Z769YH_qQ,37.7764539,-122.4003875,,13
Transamerica Redwood Park,"600 Montgomery St, San Francisco, CA 94111, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJYXDDl4qAhYAReRkaZFbsSzo,37.7951817,-122.4022158,,10
Press Club,"20 Yerba Buena Ln, San Francisco, CA 94103, USA",4.3,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJ5VjkK4aAhYAR4JdQs3IUjQA,37.7862294,-122.4042354,,18
Speakeasy Ales & Lagers,"1195 Evans Ave, San Francisco, CA 94124, USA",4.4,"['liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",ChIJhSMeGA1_j4ARAWPyYgL1YZc,37.7381571,-122.3806562,,18
Harvey Milk Plaza,"Castro St, San Francisco, CA 94114, USA",4.4,"['point_of_interest', 'establishment']",ChIJ88ApFRJ-j4AR9daeRDySBa8,37.7623906,-122.4353401,,23
Don Edwards San Francisco Bay Wildlife Refuge,"2 Marshlands Rd, Fremont, CA 94555, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJneSLzs-9j4ARlOjYqHKYGV4,37.49453020000001,-122.0734964,,16
Pacific Union Club,"1000 California St, San Francisco, CA 94108, USA",3.9,"['point_of_interest', 'establishment']",ChIJC5AJa42AhYAR6Bj5sZHPrUY,37.7919357,-122.411353,,13
Morrison Planetarium,"55 Music Concourse Dr, San Francisco, CA 94118, USA",4.7,"['point_of_interest', 'establishment']",ChIJDaXoB0OHhYARNFPhSAHbHQE,37.7699805,-122.4657856,,15
Lake Merced,"Skyline Blvd & Harding Rd, San Francisco, CA 94132, USA",4.5,"['park', 'natural_feature', 'point_of_interest', 'establishment']",ChIJw07uwQd9j4ARllTw5yJevH4,37.7226724,-122.4948384,,15
Jack Early Park,"San Francisco, CA 94133, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJD84pEvqAhYARt--bV8TsP-U,37.8048702,-122.4081675,,12
Neptune Society Columbarium,"1 Loraine Ct, San Francisco, CA 94118, USA",4.5,"['funeral_home', 'point_of_interest', 'establishment']",ChIJjUf17DeHhYARtD2a50J0sTQ,37.780615,-122.457077,,13
Old United States Mint,"88 5th St, San Francisco, CA 94103, USA",4.5,"['point_of_interest', 'establishment']",ChIJC1zWgYaAhYAR-9S4SrENu3A,37.78287,-122.407074,,14
The Marsh,"15000 Minnetonka Blvd, Minnetonka, MN 55345, USA",4.5,"['health', 'point_of_interest', 'establishment']",ChIJga9uADAe9ocRQEBQYoDXQhA,44.9380037,-93.4704591,,12
Book Passage,"51 Tamal Vista Blvd, Corte Madera, CA 94925, USA",4.7,"['book_store', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",ChIJzXkeTWCahYARM67xjXpk52o,37.9339792,-122.5171329,,9
Bluxome Street Winery,"53 Bluxome St, San Francisco, CA 94107, USA",4.5,"['liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",ChIJBb5uy9V_j4ARuPPjLFmcQgQ,37.7767288,-122.3968525,,11
Potrero Hill,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJ54Bdzsp_j4AR3JVHIMWEYoA,37.7604929,-122.400869,,13
Herbst Theatre,"401 Van Ness Ave, San Francisco, CA 94102, USA",4.6,"['point_of_interest', 'establishment']",ChIJo7RPupmAhYARsSe44RLtl-E,37.7795223,-122.4210204,,7
Queen Wilhelmina Garden,"1690 John F Kennedy Dr, San Francisco, CA 94121, USA",4.1,"['park', 'point_of_interest', 'establishment']",ChIJl9BKfLmHhYARtbJoLQTkHA8,37.7701432,-122.5092699,,19
Vermont Street,"San Francisco, CA, USA",0.0,['route'],ChIJS2BNDzV-j4AR6Dvf3XGDvxA,37.759572,-122.4040259,,14
USS San Francisco Memorial,"San Francisco, CA 94121, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJR760Uk2GhYARqZOGfcMz31U,37.782836,-122.5116181,,14
The Color Factory,"575 Sutter St, San Francisco, CA 94102, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJpw_Nh46AhYARWTGQSunbhSA,37.7888163,-122.4097473,,11
Torpedo Wharf,"Long Ave, San Francisco, CA 94129, United States",4.6,"['point_of_interest', 'establishment']",ChIJZXjx9OmGhYARj0H3qc2lKMc,37.8093003,-122.4698552,,10
Maiden Lane,"162 Avenue B, New York, NY 10009, USA",4.4,"['bar', 'point_of_interest', 'establishment']",ChIJn6e7BndZwokRDMI_9jw6xNA,40.72698159999999,-73.9799451,,21
International Art Museum of America,"1023 Market St, San Francisco, CA 94103, USA",3.8,"['art_gallery', 'museum', 'point_of_interest', 'establishment']",ChIJyQNK-4SAhYARO2DZaJleWRc,37.7815002,-122.4105882,,25
Strawberry Hill,"121a St, Surrey, BC V3W, Canada",5.0,"['point_of_interest', 'establishment']",ChIJJ276JGTZhVQRFddikf1irtI,49.1392444,-122.8859734,,8
Tin How Temple,"125 Waverly Pl, San Francisco, CA 94108, USA",4.0,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJ4W9VVouAhYARm7UjFtckzSE,37.7945278,-122.4069686,,26
museum of Ice Cream,"1 Grant Ave, San Francisco, CA 94108, USA",3.9,"['museum', 'point_of_interest', 'establishment']",ChIJQ-C5k4iAhYARptuDnrpWCpM,37.786989,-122.405181,,11
ZK Gallery,"213 Jefferson St, San Francisco, CA 94133, USA",4.2,"['art_gallery', 'point_of_interest', 'establishment']",ChIJJYvBpeOAhYARGG3WGpvC3ZQ,37.8080763,-122.4160154,,8
Sea Cliff,"North Berwick EH39 5PP, UK",4.9,"['natural_feature', 'point_of_interest', 'establishment']",ChIJt-UmsPIGh0gRjZ-X4qd0ft8,56.0519335,-2.6367831,,11
Battery Boutelle,"Fort Winfield Scott, San Francisco, CA 94129, United States",4.8,"['point_of_interest', 'establishment']",ChIJewtT4-6GhYARTrm_DlPmOnE,37.804613,-122.477142,,10
450 Sutter Building,"450 Sutter St, San Francisco, CA 94108, USA",0.0,['premise'],ChIJ7QEJpo6AhYARBSKjIegzx6k,37.7896952,-122.4078356,,9
Ina Coolbrith Park,"Vallejo & Taylor, San Francisco, CA 94133, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJdx6kBe6AhYARsPFmpUAvvcY,37.7982629,-122.4134525,,7
Cow Palace,"2600 Geneva Ave, Daly City, CA 94014, USA",4.0,"['point_of_interest', 'establishment']",ChIJ83KJIsZ-j4ARSOWkN1ol9SI,37.7067668,-122.4188007,,26
Rodney Lough Jr. San Francisco Gallery,"1 Jefferson St, San Francisco, CA 94133, USA",5.0,"['art_gallery', 'point_of_interest', 'establishment']",ChIJHSGzi_yAhYARONFWHct3LgY,37.8084783,-122.4123802,,24
St. Mary's Square,"600 St Marys St, Raleigh, NC 27605, USA",4.8,"['real_estate_agency', 'point_of_interest', 'establishment']",ChIJGQFMMGdfrIkRdrYYtCBKeZQ,35.7879498,-78.6505222,,12
Mohandas K. Gandhi (Gandhi Statue),"Parliament Square, Westminster, London SW1P 3JX, UK",4.8,"['point_of_interest', 'establishment']",ChIJQ6ib68QEdkgR7HHdrhp2ODM,51.5006779,-0.1273587,,10
Full House House,"1709 Broderick St, San Francisco, CA 94115, USA",4.3,"['point_of_interest', 'establishment']",ChIJI72SM8qAhYARMv8stLcXM48,37.7863495,-122.4420762,,12
San Francisco Art Exchange,"458 Geary Street, San Francisco, CA 94102, USA",4.4,"['art_gallery', 'museum', 'point_of_interest', 'establishment']",ChIJr81GT46AhYARqWcU4i7jjbc,37.787133,-122.4108954,,7
Yerba Buena Ice Skating & Bowling Center,"750 Folsom St, San Francisco, CA 94107, USA",4.3,"['bowling_alley', 'point_of_interest', 'establishment']",ChIJTx9N3n2AhYARYw-9OmioTfA,37.7829465,-122.400759,,11
Teuscher Chocolates of Switzerland,"900 N Michigan Ave, Chicago, IL 60611, USA",4.5,"['store', 'food', 'point_of_interest', 'establishment']",ChIJtVu_5VPTD4gRWVRLBZ-Ck_I,41.899719,-87.62478340000001,,7
NextArts,"1300 25th St, San Francisco, CA 94107, USA",5.0,"['electronics_store', 'store', 'point_of_interest', 'establishment']",ChIJb5s6OrB_j4ARUlUEx9mlM5k,37.7527552,-122.3920832,,7
San Francisco Zen Center,"300 Page St, San Francisco, CA 94102, USA",4.6,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJ6RZOlqGAhYARaIS0VEUxiOA,37.7737895,-122.4261534,,6
Black Hammer Brewing,"544 Bryant St, San Francisco, CA 94107, USA",4.6,"['art_gallery', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJa4YhPX-AhYARrErOCjyrOBw,37.7807045,-122.3970749,,7
Mision San Francisco de Asis,"3321 16th St, San Francisco, CA 94114, USA",4.4,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJFcynIBl-j4ARhkCe4XekDDs,37.7643873,-122.4268969,,9
Sacramento Street,"San Francisco, CA, USA",0.0,['route'],ChIJm-VK-MCAhYARn5WJVLm_AX0,37.7906014,-122.4281098,,10
Napier Lane,"San Francisco, CA 94133, USA",0.0,['route'],ChIJdyHHW_aAhYARN92iqeRDocU,37.8022987,-122.4038403,,9
Esplanade,"1 Esplanade Dr, Singapore 038981",4.5,"['point_of_interest', 'establishment']",ChIJSeUa7KcZ2jERNVg2CvmlVbk,1.2897934,103.8558166,,9
Museum of Craft and Design,"2569 3rd St, San Francisco, CA 94107, USA",4.1,"['museum', 'store', 'point_of_interest', 'establishment']",ChIJn8w1go6AhYARdfFGEuY4mIc,37.7568398,-122.3877999,,10
Richmond District,"San Francisco, CA 94121, USA",0.0,"['neighborhood', 'political']",ChIJK8HVABGHhYARPbkNZPtKm9E,37.7796734,-122.482907,,8
Holy Virgin Cathedral,"6210 Geary Blvd, San Francisco, CA 94121, USA",4.7,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJ4xogVg-HhYARrJ-0J3h1OVk,37.7803187,-122.4861766,,12
Custom Made Theatre,"533 Sutter St, San Francisco, CA 94102, USA",4.6,"['point_of_interest', 'establishment']",ChIJh9q4mo6AhYARjDdKeTGhWa8,37.78902490000001,-122.4091439,,5
Timbuk2 Factory Store,"587 Shotwell St, San Francisco, CA 94110, USA",4.6,"['store', 'point_of_interest', 'establishment']",ChIJf3xG1Tt-j4AR6KZ3lH3X_cQ,37.7590263,-122.415633,,5
Victoria Theatre,"138 N Main St, Dayton, OH 45402, USA",4.6,"['point_of_interest', 'establishment']",ChIJV6si4FCBQIgR9F_sk8UJnyg,39.762148,-84.1921394,,9
Billy Goat Hill Park,"2442 Castro St, San Francisco, CA 94131, USA",4.3,"['park', 'point_of_interest', 'establishment']",ChIJKfERrm9-j4AROcxSCHx2gE0,37.741492,-122.4329806,,9
Mechanics' Institute Library and Chess Room,"57 Post St, San Francisco, CA 94104, USA",4.7,"['library', 'school', 'point_of_interest', 'establishment']",ChIJO-j0NYiAhYARqxk-_uyhU3Y,37.7888534,-122.4030107,,6
NFL Shop Pier 39,"2 Beach St, San Francisco, CA 94133, USA",3.8,"['clothing_store', 'store', 'point_of_interest', 'establishment']",ChIJ-X-qBP2AhYARO7AhpMVGuOc,37.809167,-122.4098047,,12
111 Minna Gallery,"111 Minna St, San Francisco, CA 94105, USA",4.3,"['art_gallery', 'point_of_interest', 'establishment']",ChIJ4cyUMX2AhYARi6gMjK91WLU,37.7873438,-122.3994925,,8
Mount Sutro Forest,"San Francisco, CA 94131, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJDTzwSPh9j4ARGgKkwhdYqc0,37.7592201,-122.4572304,,5
Marines Memorial Theater,"609 Sutter St, San Francisco, CA 94102, USA",4.5,"['lodging', 'point_of_interest', 'establishment']",ChIJgzCJeY6AhYARSusVUZ3LvYc,37.788844,-122.410475,,7
Laurel Village Shopping Center,"3445 California St, San Francisco, CA 94118, USA",4.7,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJGUEPizOHhYAR8JROykEOF3I,37.7864484,-122.4508198,,7
Macy’s Union Square,"170 O'Farrell St, San Francisco, CA 94102, USA",4.2,"['department_store', 'shoe_store', 'jewelry_store', 'furniture_store', 'clothing_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJ8ZE9JI-AhYAR4bd19NbGWUk,37.7869829,-122.4072103,,7
Franklin Bowles Gallery,"765 Beach St, San Francisco, CA 94109, USA",3.0,"['art_gallery', 'point_of_interest', 'establishment']",ChIJQ2BT4uCAhYARHm5XK8gFR90,37.8064014,-122.421656,,5
TIX Bay Area,"350 Powell St, San Francisco, CA 94102, USA",4.0,"['travel_agency', 'store', 'point_of_interest', 'establishment']",ChIJdTeq3Y6AhYARGTjGlcYceRE,37.7877805,-122.4080538,,15
Glen Canyon Park,"Elk St and Chenery Street, San Francisco, CA 94127, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJ9SlCdnZ-j4AR86EzE6c9NY8,37.7415588,-122.4431851,,5
Kezar Stadium,"670 Kezar Dr, San Francisco, CA 94118, USA",4.6,"['stadium', 'point_of_interest', 'establishment']",ChIJldoU6FCHhYAREFqwcwO0fr8,37.7669182,-122.4561008,,7
The Winery SF,"30 Avenue G, San Francisco, CA 94130, USA",4.3,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJL67FWDCAhYAR8V8UTyfASx4,37.81872380000001,-122.366407,,12
Magic Theatre,"Fort Mason Center, 2 Marina Boulevard, Building D, San Francisco, CA 94123, United States",4.8,"['point_of_interest', 'establishment']",ChIJx77KXieBhYAR0Hl0PxsNCX4,37.807047,-122.4307656,,4
Lyon Street,"San Francisco, CA, USA",0.0,['route'],ChIJURT_WMuAhYARD5c7NqPrekA,37.7879278,-122.445519,,4
Admission's Day Statue,"600 Market St, San Francisco, CA 94104, USA",4.0,"['point_of_interest', 'establishment']",ChIJ3Yu8LoiAhYARid_BeDeJv4E,37.789093,-122.4018667,,7
Julius Kahn Playground,"Pacific Ave & Spruce St, San Francisco, CA 94118, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJ-5VzQC6HhYARcutXwB4MICM,37.7911316,-122.4543213,,4
Holiday Ice Rink In Union Square,"333 Post St, San Francisco, CA 94102, USA",4.2,"['point_of_interest', 'establishment']",ChIJVVVVFWCAhYARBHjjee9Qigw,37.787938,-122.407506,,7
Nourse Theatre,"275 Hayes St, San Francisco, CA 94117, USA",4.4,"['point_of_interest', 'establishment']",ChIJyQDuJZmAhYARGgj0Bwabbrw,37.7768877,-122.4209496,,5
Holocaust Memorial at California Palace of the Legion of Hono,"100 34th Ave, San Francisco, CA 94121, USA",4.6,"['point_of_interest', 'establishment']",ChIJyzBq6LKHhYAR2eGqbsDgkSQ,37.7856787,-122.4999848,,6
Upper Grant Avenue,"San Francisco, CA, USA",0.0,['route'],ChIJz1gefvSAhYARpmtAf6u2ODY,37.7974867,-122.4069752,,6
Fay Park,"2366 Leavenworth St, San Francisco, CA 94133, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJRZR42uWAhYARD6Y7IiIdGEc,37.8029913,-122.4179683,,5
St. Ignatius Church,"650 Parker Ave, San Francisco, CA 94118, USA",4.7,"['church', 'place_of_worship', 'book_store', 'store', 'point_of_interest', 'establishment']",ChIJDYAIUkmHhYAR6p7uXiF66rc,37.7754694,-122.4524706,,3
Presidio Theatre,"2340 Chestnut St, San Francisco, CA 94123, USA",4.1,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJe15ZOtSAhYARiatsgofrEEQ,37.800377,-122.441968,,4
Sue Bierman Park,"Washington St & Drumm St, San Francisco, CA 94117, USA",4.2,"['park', 'point_of_interest', 'establishment']",ChIJJdhU9k2HhYARiq91XhmsfX8,37.7961171,-122.396016,,7
Dolores Heights,"San Francisco, CA 94114, USA",0.0,"['neighborhood', 'political']",ChIJofEA2hV-j4ARd9V1pOelgOU,37.7573107,-122.4331655,,5
Museo Italo Americano,"2 Marina Blvd, San Francisco, CA 94123, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJRdUWXd6AhYARLksoyE6b01E,37.80675799999999,-122.431448,,4
Alemany Flea Market,"100 Alemany Blvd, San Francisco, CA 94110, USA",4.4,"['point_of_interest', 'establishment']",ChIJe7krYvh-j4AReOgzWC316nA,37.7360558,-122.4100821,,10
Cole Valley,"San Francisco, CA 94117, USA",0.0,"['neighborhood', 'political']",ChIJh-hc5FSHhYARXOCT7lpcjio,37.7650406,-122.4502301,,6
Yerba Buena Island,"San Francisco, CA, USA",4.3,"['natural_feature', 'establishment']",ChIJ1UHOayOAhYARNTTaD6r2GAg,37.8108709,-122.3668348,,9
Circus Center,"755 Frederick St, San Francisco, CA 94117, USA",4.8,"['point_of_interest', 'establishment']",ChIJRyi3sFCHhYARxm49nWa_TRI,37.7655478,-122.4569743,,3
John McLaren Park,"100 John F Shelley Dr, San Francisco, CA 94134, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJ67-gn-5-j4ARcyjzTqE8ZdU,37.719309,-122.4193742,,5
Berggruen Gallery,"10 Hawthorne St, San Francisco, CA 94105, USA",4.2,"['art_gallery', 'point_of_interest', 'establishment']",ChIJYb_WEImAhYARJefVWNCkVsY,37.7857115,-122.3993203,,3
1AM Gallery,"1000 Howard St, San Francisco, CA 94103, USA",4.2,"['art_gallery', 'point_of_interest', 'establishment']",ChIJg6Cu5YOAhYARgIptr9_sqYc,37.779721,-122.4076366,,3
Randall Museum,"199 Museum Way, San Francisco, CA 94114, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJ3dPu2zl-j4ARe9aRil_Yrmk,37.7644489,-122.4381707,,8
